numasuite_sku,current_shopify_sku,proposed_sku,match_method,confidence,numasuite_title,shopify_title,numasuite_ean,shopify_barcode,needs_review,review_reason
TG16000030,STIG-2F6120545/ST2,TG16000030,tfidf+rapidfuzz,56.16,SPRING DECK HEIGHT TG40/46/51/56,Stiga Park 500 Front-Cut Ride-On Lawnmower (Excluding Deck),,8008984852242,yes,no NumaSuite EAN; title score 56.2 < 85.0
TG16000031,C-2T2000404/A22,TG16000031,tfidf+rapidfuzz,56.8,"GRASS BOX SPRING TG46, TG46SE, TG51, TG56",SLIGHTY SCRATCHED BUT NO GRASS CUT! Alpina AT4 84AST 2-in-1 Lawn Tractor,,8008984856660,yes,no NumaSuite EAN; title score 56.8 < 85.0
TG16000032,TG46SE-AMZ,TG16000032,tfidf+rapidfuzz,52.56,"CHUTE FLAP SPRING TG46, TG46SE, TG51, TG56",Spectrum TG46SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start (Amazon),,5065022450139,yes,no NumaSuite EAN; title score 52.6 < 85.0
TG17000006,STIG-2A6107010/S17,TG17000006,tfidf+rapidfuzz,62.94,GRASS BAG TG40,Stiga 107cm Towed Grass & Leaf Collector for Stiga Park Front-Cut Ride-On Mowers | 2A6107010/S17,,8008984787315,yes,no NumaSuite EAN; title score 62.9 < 85.0
TG17000010,SBS40CB,TG17000010,tfidf+rapidfuzz,34.49,BELT Z=610 TG40,Spectrum SBS40CB 40V 4.0Ah Lithium-Ion Battery Pack,,5065022450689,yes,no NumaSuite EAN; title score 34.5 < 85.0
TG17000012,SBSCBC,TG17000012,tfidf+rapidfuzz,47.86,BELT TG46 0-690E,Spectrum SBSCBC 40V Standard Battery Charger (0.5A),,5065022450719,yes,no NumaSuite EAN; title score 47.9 < 85.0
TG17000018,R210,TG17000018,tfidf+rapidfuzz,34.24,GEARBOX TG40,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 34.2 < 85.0
TG17000020,SMP-SAPPHIRE54ANTH,TG17000020,tfidf+rapidfuzz,57.29,GEARBOX (METAL) TG56,Sapphire 5x4 Metal Apex Anthracite Shed,,5055280405699,yes,no NumaSuite EAN; title score 57.3 < 85.0
TG17000020(P),TG46SE-AMZ,TG17000020(P),tfidf+rapidfuzz,49.93,"GEARBOX Transmission TG46, TG46SE, TG51",Spectrum TG46SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start (Amazon),,5065022450139,yes,no NumaSuite EAN; title score 49.9 < 85.0
TG17000023,AP-985000000,TG17000023,tfidf+rapidfuzz,57.34,"LEFT REAR WHEEL GEAR TG40, TG46, TG46SE, TG51, TG56",Apache RTT3 Two-Wheel Rear-Tine Rotary Cultivator (Briggs & Stratton Engine),,8025004012967,yes,no NumaSuite EAN; title score 57.3 < 85.0
TG17000024,AP-985000000,TG17000024,tfidf+rapidfuzz,58.23,"RIGHT REAR WHEEL GEAR TG40, TG46, TG46SE, TG51, TG56",Apache RTT3 Two-Wheel Rear-Tine Rotary Cultivator (Briggs & Stratton Engine),,8025004012967,yes,no NumaSuite EAN; title score 58.2 < 85.0
TG17000026,HAR-LMG53SHL-T,TG17000026,tfidf+rapidfuzz,54.1,PULLEY WHEEL TG40/46/51/56,Harry LMG53SHL-T 4-in-1 Self-Propelled Hi-Wheel Petrol Lawnmower,,0000000000000,yes,no NumaSuite EAN; title score 54.1 < 85.0
TG17000029,TG46SE-AMZ,TG17000029,tfidf+rapidfuzz,49.2,"BOSS WOODRUFF KEY TG40, TG46, TG46SE, TG51, TG56",Spectrum TG46SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start (Amazon),,5065022450139,yes,no NumaSuite EAN; title score 49.2 < 85.0
TG17000036,LA-LFS253,TG17000036,tfidf+rapidfuzz,53.65,"IGNITION BARREL & KEYS TG46SE, TG51, TG56",Half-Barrel Charcoal BBQ,,,yes,no NumaSuite EAN; title score 53.6 < 85.0
TG17000051,STIG-SWS-800G,TG17000051,tfidf+rapidfuzz,53.62,BELT Z-800 TG56,Stiga SWS 800 G Self-Propelled Sweeper,,,yes,no NumaSuite EAN; title score 53.6 < 85.0
TG17000064,TG480RTTR,TG17000064,tfidf+rapidfuzz,42.34,WIRING STARTER MOTOR,"Spectrum TG480RTTR Rear-Tine Petrol Cultivator — 211cc, 48cm Working Width",,5061122340196,yes,no NumaSuite EAN; title score 42.3 < 85.0
TG17000104,GW-G60X2UC6,TG17000104,tfidf+rapidfuzz,59.6,"BATTERY HOLDER TG46SE, TG51, TG56",Greenworks 60v Twin-Port Battery Charger | G60X2UC6,,6952909072227,yes,no NumaSuite EAN; title score 59.6 < 85.0
TG17000108,HAR001,TG17000108,tfidf+rapidfuzz,59.27,WIRING HARNESS TG46SE/51/56,Brushcutter Shoulder-Harness (Single) - JR HAR001,,3760011423317,yes,no NumaSuite EAN; title score 59.3 < 85.0
TG17000110,STIG-290409218/S15,TG17000110,tfidf+rapidfuzz,62.23,REAR GRASS FLAP BOLT TG46/51,Stiga 18-Litre Grass Collector for Rear-Deflect Manual Cylinder Mowers | 290409218/S15,,8008984633971,yes,no NumaSuite EAN; title score 62.2 < 85.0
TG17000113,STIG-277017008/ST1,TG17000113,tfidf+rapidfuzz,62.72,"BATTERY TG 14.8V 1.5AH TG46SE, TG51, TG56",Stiga E475 48v/7.5Ah ePower Lithium-Ion Battery | 277017008/ST1,,,yes,no NumaSuite EAN; title score 62.7 < 85.0
TG20000007,2T2010483/M25,TG20000007,tfidf+rapidfuzz,37.21,FLYWHEEL FAN TG40/46/46SE,Mountfield T30M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 37.2 < 85.0
TG20000009,JR-FAA0004,TG20000009,tfidf+rapidfuzz,82.54,AIR FILTER BASE,AIR FILTER BR690610 498596 697029,,3760011421443,yes,no NumaSuite EAN; title score 82.5 < 85.0
TG20000010,JR-FAH0002,TG20000010,tfidf+rapidfuzz,49.4,"OIL DIPSTICK TG40, TG46, TG46SE, TG51, TG56",OIL FILTER LONG VARIOUS,,3760011421559,yes,no NumaSuite EAN; title score 49.4 < 85.0
TG20000012,JR-FAA0004,TG20000012,tfidf+rapidfuzz,80.08,AIR FILTER COVER,AIR FILTER BR690610 498596 697029,,3760011421443,yes,no NumaSuite EAN; title score 80.1 < 85.0
TG20000013,JR-FAA001,TG20000013,tfidf+rapidfuzz,72.75,"AIR FILTER SPONGE TG40, TG46, TG46SE, TG51, TG56",AIR FILTER JR-FAA001,,,yes,no NumaSuite EAN; title score 72.7 < 85.0
TG20000015,TG480RTTR,TG20000015,tfidf+rapidfuzz,43.57,"CARBURETTOR SPACER BLOCK (GASKET) TG40, TG46, TG46SE, TG51, TG56","Spectrum TG480RTTR Rear-Tine Petrol Cultivator — 211cc, 48cm Working Width",,5061122340196,yes,no NumaSuite EAN; title score 43.6 < 85.0
TG20000024,JR-LAN0004,TG20000024,tfidf+rapidfuzz,65.06,RECOIL MOUNT PLATE,RECOIL HANDLE,,3760011422327,yes,no NumaSuite EAN; title score 65.1 < 85.0
TG20000026,HAN-HP-120,TG20000026,tfidf+rapidfuzz,52.22,"FUEL TANK TG40, TG46, TG46SE, TG51, TG56",Handy Fuel Mixing-Bottle,,,yes,no NumaSuite EAN; title score 52.2 < 85.0
TG20000027,HY-HY3800LE-LPG,TG20000027,tfidf+rapidfuzz,49.75,"FUEL CAP TG40, TG46, TG46SE, TG51, TG56",Hyundai 3.2kW/4.00kVa* Dual-Fuel Electric-Start Site Generator | HY3800LE-LPG,,8800213315661,yes,no NumaSuite EAN; title score 49.8 < 85.0
TG20000030,HAN-HP-140,TG20000030,tfidf+rapidfuzz,60.56,ENGINE COVER    FITS ALL TG,Handy 600ml SAE30 Lawnmower Engine-Oil,,0000,yes,no NumaSuite EAN; title score 60.6 < 85.0
TG21000014,CT15,TG21000014,tfidf+rapidfuzz,52.08,STARTER CUP TG51/56,JR CT15 40cm Chainsaw Chain (56 Links),,3760011420996,yes,no NumaSuite EAN; title score 52.1 < 85.0
TG21000020,CG009,TG21000020,tfidf+rapidfuzz,48.2,EXHAUST MUFFLER TG40/46/46SE/51/56,"Guide-Bar & Chain Combi-Pack 3/8"" P 1.3mm (40cm / 56 Links) - JR CG009",,3760011420699,yes,no NumaSuite EAN; title score 48.2 < 85.0
TG21000021,CG009,TG21000021,tfidf+rapidfuzz,48.58,MUFFLER GUARD TG40/46/46SE/51/56,"Guide-Bar & Chain Combi-Pack 3/8"" P 1.3mm (40cm / 56 Links) - JR CG009",,3760011420699,yes,no NumaSuite EAN; title score 48.6 < 85.0
TG21000033,JR-LAN0004,TG21000033,tfidf+rapidfuzz,71.16,"RECOIL ASSEMBLY TG40, TG46, TG46SE, TG51, TG56",RECOIL HANDLE,,3760011422327,yes,no NumaSuite EAN; title score 71.2 < 85.0
TG21000045,TG561-SWT-AMZ,TG21000045,tfidf+rapidfuzz,33.46,FLYWHEEL PICKUP ASSEMBLY,Spectrum TG561-SWT Self Propelled Wheeled Trimmer (Amazon),,5065022450511,yes,no NumaSuite EAN; title score 33.5 < 85.0
TG23000011,TG46SE-AMZ,TG23000011,tfidf+rapidfuzz,52.8,"GOVERNOR SPRING TG40, TG46, TG46SE, TG51, TG56",Spectrum TG46SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start (Amazon),,5065022450139,yes,no NumaSuite EAN; title score 52.8 < 85.0
TG24000012,R210,TG24000012,tfidf+rapidfuzz,56.82,"CARBURETTOR GASKET (ENGINE SIDE SMALL CARB) TG40, TG46, TG46SE",Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 56.8 < 85.0
TG24000013,DDS015,TG24000013,tfidf+rapidfuzz,56.44,EXHUAST GASKET (METAL) TG40/46/51/56,60-Tooth Metal Brushcutter-Blade  -  25.5cm x 1.4mm - JR DDS015,,3760011421399,yes,no NumaSuite EAN; title score 56.4 < 85.0
TG24000018,FRT75BS125-SD,TG24000018,tfidf+rapidfuzz,58.57,"CARBURETTOR GASKET (ENGINE SIDE BIG CARB) TG51, TG56",Feider FRT75BS125-SD Compact Side-Discharge Ride-On Mower with Manual Drive & Briggs Engine,,3661602018434,yes,no NumaSuite EAN; title score 58.6 < 85.0
TG24000021,JR-FAA001,TG24000021,tfidf+rapidfuzz,72.15,"CARBURETTOR GASKET (AIR FILTER SIDE) TG40, TG46, TG46SE",AIR FILTER JR-FAA001,,,yes,no NumaSuite EAN; title score 72.1 < 85.0
TG25000002,ACC-DEFL-84CM,TG25000002,tfidf+rapidfuzz,34.37,FLYWHEEL TG40/46,Rear Deflector Flor 84cm Mountfield/Stiga Tractors,,,yes,no NumaSuite EAN; title score 34.4 < 85.0
TG25000003,ST-BG-56-CE,TG25000003,tfidf+rapidfuzz,52.88,FLYWHEEL TG46SE/51/56,STIHL BG 56-CE Handheld Petrol Leaf-Blower,,0886661268665,yes,no NumaSuite EAN; title score 52.9 < 85.0
TG28000014,JR-LAN0004,TG28000014,tfidf+rapidfuzz,69.94,"UPPER HANDLE BOLTS TG46, TG46SE, TG51, TG56",RECOIL HANDLE,,3760011422327,yes,no NumaSuite EAN; title score 69.9 < 85.0
TG28000034,JR-SLT0001,TG28000034,tfidf+rapidfuzz,55.26,"BLADE BOLT TG40, TG46, TG46SE, TG51, TG56",ADAPTABLE BLADE HUB 22465607/0 1224656073 NG464TR TRE NG 484,,,yes,no NumaSuite EAN; title score 55.3 < 85.0
TG28000086,TG46SE-AMZ,TG28000086,tfidf+rapidfuzz,50.85,"AXLE NUTS TG40, TG46, TG46SE, TG51, TG56",Spectrum TG46SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start (Amazon),,5065022450139,yes,no NumaSuite EAN; title score 50.9 < 85.0
TG28000087,ENG-TDE-46N,TG28000087,tfidf+rapidfuzz,53.53,"WHEEL WASHER TG40, TG46, TG46SE, TG51, TG56",Energizer® TDE-46N 40v 4-in-1 Hi-Wheel Cordless Lawnmower (Inc. Battery & Charger),,3661602023360,yes,no NumaSuite EAN; title score 53.5 < 85.0
TG28000088,MANT-9222,TG28000088,tfidf+rapidfuzz,53.39,"WHEEL RETAINING CIRCLIP TG40, TG46, TG46SE, TG51, TG56",Mantis Wheel-Kit | 9222,,,yes,no NumaSuite EAN; title score 53.4 < 85.0
TG28000120,JR-LAN0004,TG28000120,tfidf+rapidfuzz,69.94,"LOWER HANDLE BOLTS TG40, TG46, TG46SE, TG51, TG56",RECOIL HANDLE,,3760011422327,yes,no NumaSuite EAN; title score 69.9 < 85.0
TG29000005,TG46SE-AMZ,TG29000005,tfidf+rapidfuzz,51.69,"CARBURETTOR TG40, TG46, TG46SE",Spectrum TG46SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start (Amazon),,5065022450139,yes,no NumaSuite EAN; title score 51.7 < 85.0
TG29000006,TG45SC,TG29000006,tfidf+rapidfuzz,38.82,"CARBURETTOR TG51, TG56","Spectrum TG45SC Petrol Scarifier & Aerator — 223cc, 45cm, 2-in-1",,5061122340127,yes,no NumaSuite EAN; title score 38.8 < 85.0
TG29000021,JR-BOU001,TG29000021,tfidf+rapidfuzz,80.08,SPARK PLUG F7RTC,Spark Plug - JR BOU001 ( Equivalent to CHAMPION RJ19LM OR NGK BR21LM),,3760011423485,yes,no NumaSuite EAN; title score 80.1 < 85.0
TG29000029,TG46SE-AMZ,TG29000029,tfidf+rapidfuzz,51.95,"COIL & LEAD TG40, TG46, TG46SE, TG51, TG56",Spectrum TG46SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start (Amazon),,5065022450139,yes,no NumaSuite EAN; title score 52.0 < 85.0
TG29000030,JR-FAE0001,TG29000030,tfidf+rapidfuzz,68.03,"FUEL TANK FILTER TG40, TG46, TG46SE, TG51, TG56",FUEL FILTER RIDER -                        WP73112,,3760011421528,yes,no NumaSuite EAN; title score 68.0 < 85.0
TG29000036,ST-BG-56-CE,TG29000036,tfidf+rapidfuzz,50.61,STARTER MOTOR TG46SE/51/56,STIHL BG 56-CE Handheld Petrol Leaf-Blower,,0886661268665,yes,no NumaSuite EAN; title score 50.6 < 85.0
TG40S-RET,TG40S,TG40S-RET,tfidf+rapidfuzz,76.31,SPECTRUM TG40S LAWNMOWER - RETURN MODEL,Spectrum TG40S Self-Propelled Petrol Lawnmower,,5065022450092,yes,no NumaSuite EAN; title score 76.3 < 85.0
TG46S-RET,TG46S,TG46S-RET,tfidf+rapidfuzz,76.08,SPECTRUM TG46S LAWNMOWER RETURN MODEL,Spectrum TG46S 3-in-1 Self-Propelled Petrol Lawnmower,,5065022450122,yes,no NumaSuite EAN; title score 76.1 < 85.0
TG46SE-RET,TG46SE,TG46SE-RET,tfidf+rapidfuzz,79.83,SPECTRUM TG46SE LAWNMOWER- RETURN MODEL,Spectrum TG46SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start,,5065022450139,yes,no NumaSuite EAN; title score 79.8 < 85.0
TG51SE-RTN,TG51SE,TG51SE-RTN,tfidf+rapidfuzz,79.83,SPECTRUM TG51SE LAWNMOWER - RETURN MODEL,Spectrum TG51SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start,,5065022450214,yes,no NumaSuite EAN; title score 79.8 < 85.0
TG56SE-RET,TG56SE,TG56SE-RET,tfidf+rapidfuzz,79.83,SPECTRUM TG56SE LAWNMOWER - RETURN MODEL,Spectrum TG56SE 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start,,5065022450160,yes,no NumaSuite EAN; title score 79.8 < 85.0
TGCMPLTEGBA,SBS460CLM-KIT,TGCMPLTEGBA,tfidf+rapidfuzz,69.24,GRASS BOX COMPLETE,Spectrum SBS460CLM 46cm Self-Propelled Cordless Lawn Mower — Complete Kit (2× 4.0Ah Battery + Charger),,5061122340134,yes,no NumaSuite EAN; title score 69.2 < 85.0
TGGRIP,JR-LAN0004,TGGRIP,tfidf+rapidfuzz,69.86,HANDLE GRIPS TG SERIES,RECOIL HANDLE,,3760011422327,yes,no NumaSuite EAN; title score 69.9 < 85.0
TH2002,STIG-13-3906-11,TH2002,tfidf+rapidfuzz,61.79,SEALEY TOW ROPE 2000KG LOAD CAPACITY - TH2002,Stiga 100kg-Capacity Professional Galvanised-Steel Cart | 13-3906-11,,7313321307844,yes,no NumaSuite EAN; title score 61.8 < 85.0
THLC29140,HAN-THGT500,THLC29140,tfidf+rapidfuzz,62.28,"THE HANDY 12"" COMPACTOR PLATE""",The Handy 225kg (500lb) Towed Trailer / Tractor Cart,,5060012803780,yes,no NumaSuite EAN; title score 62.3 < 85.0
TP05,C-PFC-SPOUT,TP05,tfidf+rapidfuzz,59.72,METAL OIL CAN FLEXIBLE SPOUT 500ML,Spectrum Metal Jerry Can Spout - PFC-SPOUT,,5065022450405,yes,no NumaSuite EAN; title score 59.7 < 85.0
TR-G6511000000,DDS007,TR-G6511000000,tfidf+rapidfuzz,80.38,"21"" BLADE""",3-Tooth Metal Brushcutter-Blade -,,3760011421337,yes,no NumaSuite EAN; title score 80.4 < 85.0
TR4870ES,FTDTR4870ES,TR4870ES,tfidf+rapidfuzz,88.46,FEIDER TR4870ES REAR ROLLER ELECTRIC START MOWER,Feider TR4870ES Variable-Speed Petrol Rear-Roller Lawnmower with Electric Start,,3661602040732,yes,no NumaSuite EAN
U1L2812KR,STIG-80V-HARNESS,U1L2812KR,tfidf+rapidfuzz,62.89,KRAMP BATTERY 12V 28AH 300A (LEFT HAND POSITIVE),Stiga 80v Battery Harness,,0000000000000,yes,no NumaSuite EAN; title score 62.9 < 85.0
U1R2812KR,STIG-80V-HARNESS,U1R2812KR,tfidf+rapidfuzz,62.44,KRAMP BATTERY 12V 28AH 300A (RIGHT HAND POSITIVE),Stiga 80v Battery Harness,,0000000000000,yes,no NumaSuite EAN; title score 62.4 < 85.0
ULTRASONIC,2T2010483/M25,ULTRASONIC,tfidf+rapidfuzz,41.07,ULTRASONIC CARB CLEAN,Mountfield 1330M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 41.1 < 85.0
VS405,C-HP-196,VS405,tfidf+rapidfuzz,55.65,OIL INSPECTION SYRINGE 1.5L,1 Litre 10W/30 Lawnmower Engine Oil  - 4 Stroke Oil,,5060012808471,yes,no NumaSuite EAN; title score 55.7 < 85.0
WA7105,a2488cdc-c2d3-4860-b7bf-9ceba5e90fe3,WA7105,tfidf+rapidfuzz,53.33,OKO TYRE SEALANT OFF ROAD 1.25L,Mountfield T30M Gear Drive 2-in-1 Lawn Tractor with Free Trailer,,,yes,no NumaSuite EAN; title score 53.3 < 85.0
C-WARRANTY,R210,C-WARRANTY,tfidf+rapidfuzz,36.18,WARRANTY,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 36.2 < 85.0
WB-65HR-11,OM-WB-65-HR-11,WB-65HR-11,tfidf+rapidfuzz,100.0,OLEO MAC WB-65 HR-11 PROFESSIONAL FLAIL MOWER (HONDA ENGINE),Oleo-Mac WB-65 HR-11 Professional Flail Mower (Honda Engine),,,yes,no NumaSuite EAN
WD40450SSUK,EF-MT4110-325,WD40450SSUK,tfidf+rapidfuzz,61.5,WD-40Â® MULTI-USE PRODUCT SMART STRAWÂ® 450ML,Efco MT-4110-325 Multi-Purpose Petrol Chainsaw (40.5cm Guide Bar),,,yes,no NumaSuite EAN; title score 61.5 < 85.0
WE092317,JR-CARB0001,WE092317,tfidf+rapidfuzz,60.2,FUEL TANK CAP,FUEL PIPE INNER DIAMETER 6.35MM OUTER 12.7MM L30CM,,3760011420552,yes,no NumaSuite EAN; title score 60.2 < 85.0
WE1401046E701,STIG-278131808/St1,WE1401046E701,tfidf+rapidfuzz,56.64,STEERING RACK           [FITS 7550M],Stiga Fast Charger | Fits E-Ride Models,,,yes,no NumaSuite EAN; title score 56.6 < 85.0
WE1401099,2T2010483/M25,WE1401099,tfidf+rapidfuzz,53.38,PINION GEAR                       [FITS 7550M],Mountfield 1330M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 53.4 < 85.0
WP02571BPK,HAN-WP02571BPK,WP02571BPK,tfidf+rapidfuzz,85.01,ROCKWOOD UNIVERSAL BUMP FEED HEAD WITH BOLTS,Handy Universal Bump Feed Head c/w Ad. Bolts,,,yes,no NumaSuite EAN
WP43349,JR-FAA003,WP43349,tfidf+rapidfuzz,85.84,AIR FILTER FOR B&S QUANTUM,QUANTUM AIR FILTER  | JR FAA003,,3760011421429,yes,no NumaSuite EAN
WP4L405K,100134O,WP4L405K,tfidf+rapidfuzz,52.51,Kevlar Drive Belt - A38.5 FITS FRT75BS125 DRIVE BELT,"Spectrum 100134O Replacement Concrete Mixer Drum — fits Belle, Build Buddy & Screwfix Mixers",,5065022450740,yes,no NumaSuite EAN; title score 52.5 < 85.0
WP70133,JR-ROU001,WP70133,tfidf+rapidfuzz,83.18,UNIVERSAL LAWNMOWER COVER,Lawnmower Spare Wheel 15cm-  JR Spares - Universal Fit with 3 x ring adapters 8-10-12-12.8mm JR-ROU001,,3760011422730,yes,no NumaSuite EAN; title score 83.2 < 85.0
WP7228,OLY-64-398,WP7228,tfidf+rapidfuzz,59.64,Rover Blade & Bolt Kit H/D,"Big MUTT Pro with 9""x7"" Blade and 64"" Steel Handle",,,yes,no NumaSuite EAN; title score 59.6 < 85.0
WP73415,JR-FAA0004,WP73415,tfidf+rapidfuzz,69.99,AIR FILTER - 118550199/0,AIR FILTER BR690610 498596 697029,,3760011421443,yes,no NumaSuite EAN; title score 70.0 < 85.0
WP73715,JR-FAA0004,WP73715,tfidf+rapidfuzz,97.0,AIR FILTER,AIR FILTER BR690610 498596 697029,,3760011421443,yes,no NumaSuite EAN
WP93102,MTD-HT61E-KIT,WP93102,tfidf+rapidfuzz,53.89,DIAPHRAGM & GASKET KIT,MTD HT61E-KIT Electric Hedgetrimmer,,0000000000000,yes,no NumaSuite EAN; title score 53.9 < 85.0
WPB-058-72DL,CG014,WPB-058-72DL,tfidf+rapidfuzz,68.96,Universal Chain 325 058 - 72 Drive Links,"Guide-Bar & Chain Combi-Pack 0.325"" P 1.4mm (45cm / 72 Links) - JR CG014",,,yes,no NumaSuite EAN; title score 69.0 < 85.0
WPD-050-57DL,CG007,WPD-050-57DL,tfidf+rapidfuzz,69.22,Universal Chain 3/8 050 - 57 Drive Links,"Guide-Bar & Chain Combi-Pack 3/8"" P 1.3mm (40cm / 57 Links) - JR CG007",,3760011420675,yes,no NumaSuite EAN; title score 69.2 < 85.0
WPDR74L405K,HAN-HP-199,WPDR74L405K,tfidf+rapidfuzz,64.47,HANDY 7550M DRIVE BELT,Handy Sure-Start Fuel Additive - 250ml,,,yes,no NumaSuite EAN; title score 64.5 < 85.0
WPFB550633,STIG-80V-HARNESS,WPFB550633,tfidf+rapidfuzz,62.33,FULBAT SLA12-18 SLAB BATTERY 12V 18.9AH,Stiga 80v Battery Harness,,0000000000000,yes,no NumaSuite EAN; title score 62.3 < 85.0
WPFB590028,STIG-80V-HARNESS,WPFB590028,tfidf+rapidfuzz,58.98,FULBAT BATTERY 12V 7AH SEALED FITS 827M,Stiga 80v Battery Harness,,0000000000000,yes,no NumaSuite EAN; title score 59.0 < 85.0
XRANGER,FD-X-RANGE,XRANGER,tfidf+rapidfuzz,100.0,Feider X-RANGER 250W ALUMINIUM-FRAME ELECTRIC BICYCLE,Feider X-RANGER 250w Aluminium-Frame Electric Bicycle,,3032651935629,yes,no NumaSuite EAN
XT2ES107,CC-33ABA7CS603,XT2ES107,tfidf+rapidfuzz,87.75,CUB CADET BATTERYN POWERED SIDE DISCHARGE TRACTOR,Cub Cadet XT2ES107 Battery-Powered Side-Discharge Garden Tractor with Stepless Electronic Drive,,4008423899719,yes,no NumaSuite EAN
XT3QS127,CC-XT3-QS137,XT3QS127,tfidf+rapidfuzz,93.23,CUB CADET HEAVY DUTY V-TWIN SIDE DISCHARGE TRACTOR,Cub Cadet XT3QS137 Heavy-Duty Side-Discharge V-Twin Garden Tractor with Hydrostatic Drive,,4008423872323,yes,no NumaSuite EAN
YF1073363B,EM-BT155,YF1073363B,tfidf+rapidfuzz,65.03,CLUTCH DRIVER    BERTOLINI,Bertolini BT155 Compact Petrol Front-Tine Cultivator,,,yes,no NumaSuite EAN; title score 65.0 < 85.0
YF1073364,BERT-BT195,YF1073364,tfidf+rapidfuzz,78.15,VALVE  BERTOLINI,Bertolini BT195 Petrol Front-Tine Cultivator with Reverse Drive,,8026619069933,yes,no NumaSuite EAN; title score 78.2 < 85.0
YF1291603,SVC-PUNCTURE-PREV,YF1291603,tfidf+rapidfuzz,42.93,LEVER,Pre-delivery Puncture Prevention Service,,,yes,no NumaSuite EAN; title score 42.9 < 85.0
YF1291604,ACC-DEFL-84CM,YF1291604,tfidf+rapidfuzz,32.32,SLIDING BLOCK,Rear Deflector Flor 84cm Mountfield/Stiga Tractors,,,yes,no NumaSuite EAN; title score 32.3 < 85.0
YN6262200,BERT-BT195,YN6262200,tfidf+rapidfuzz,78.15,SCREW  BERTOLINI,Bertolini BT195 Petrol Front-Tine Cultivator with Reverse Drive,,8026619069933,yes,no NumaSuite EAN; title score 78.2 < 85.0
ZMDM541,ZOM-DM541,ZMDM541,tfidf+rapidfuzz,80.29,ZOMAX DM541 58v VARIABLE SPEED CORDLESS ( X2 B & C INCLUDED),Zomax DM541 58v Cordless Variable-Speed Lawnmower (Inc. Batteries & Charger),,0000000000000,yes,no NumaSuite EAN; title score 80.3 < 85.0
ZOM58V2AH,ZOM-58V-2AH,ZOM58V2AH,tfidf+rapidfuzz,93.3,ZOMAX 58V BATTERY 2AH,Zomax 58v/2Ah Lithium-Ion Battery,,,yes,no NumaSuite EAN
ZOM58V4AH,ZOM-58V-4AH,ZOM58V4AH,tfidf+rapidfuzz,93.3,ZOMAX 58V BATTERY 4AH,Zomax 58v/4Ah Lithium-Ion Battery,,,yes,no NumaSuite EAN
ZOMAXCHARGER,ZOM-BAT-CHARGER,ZOMAXCHARGER,tfidf+rapidfuzz,100.0,ZOMAX 58v BATTERY CHARGER,Zomax 58v Battery Charger,,0660042457066,yes,no NumaSuite EAN
C125463200/0,STIG-290802030/16,C125463200/0,tfidf+rapidfuzz,73.65,BLADE BOSS,Stiga Front Blade for SWS 800 G Self-Propelled Sweeper | 290802030/16,,8008984640542,yes,no NumaSuite EAN; title score 73.6 < 85.0
CS-310ES/35,ECH-CS310ES-35,CS-310ES/35,tfidf+rapidfuzz,77.29,"ECHO CS-310ES/35 PEROL CHAINSAW 14"" 30CC""",Echo CS-310ES Petrol Chainsaw (35cm Guide Bar),,,yes,no NumaSuite EAN; title score 77.3 < 85.0
CS-4310SX,ECH-CS-4310SX-33,CS-4310SX,tfidf+rapidfuzz,88.98,ECHO CS4310SX PETROL CHAINSAW (33cm BAR),Echo CS-4310SX Petrol Chainsaw (33cm Guide Bar),,4934110708135,yes,no NumaSuite EAN
I122196,AT-2T2110447/AT2,I122196,tfidf+rapidfuzz,62.91,THROTTLE CABLE ATCO RIDE ON,Atco GT 30H Rear-Collect Lawn Tractor with Hydrostatic Drive,,8008984851757,yes,no NumaSuite EAN; title score 62.9 < 85.0
LMG46S-B,HAR-LMG46S-B,LMG46S-B,tfidf+rapidfuzz,97.39,HARRY LMG46S-B 3-IN-1 SELF-PROPELLED LAWNMOWER,Harry LMG46S-B 3-in-1 Self-Propelled Petrol Lawnmower,,0000000000000,yes,no NumaSuite EAN
SRM-222ES/L,ECH-SRM-222ES,SRM-222ES/L,tfidf+rapidfuzz,84.8,ECHO SRM-222ES/L LOOP HANDLE BRUSHCUTTER 22CC,Echo SRM-222ES Petrol Brushcutter,,4934110710718,yes,no NumaSuite EAN; title score 84.8 < 85.0
